target,method_id,method_label,check,pass_rate
3mjg,boltz2,Boltz-2,bond_angles,1.0
3mjg,boltz2,Boltz-2,internal_steric_clash,0.9838056680161943
3mjg,boltz2,Boltz-2,aromatic_ring_flatness,1.0
3mjg,boltz2,Boltz-2,non-aromatic_ring_non-flatness,0.9959514170040485
3mjg,boltz2,Boltz-2,double_bond_flatness,0.9959514170040485
3mjg,boltz2,Boltz-2,protein-ligand_maximum_distance,1.0
3mjg,boltz2,Boltz-2,minimum_distance_to_protein,0.7262773722627737
3mjg,boltz2,Boltz-2,minimum_distance_to_organic_cofactors,1.0
3mjg,boltz2,Boltz-2,minimum_distance_to_inorganic_cofactors,1.0
3mjg,boltz2,Boltz-2,minimum_distance_to_waters,1.0
3mjg,boltz2,Boltz-2,volume_overlap_with_protein,1.0
3mjg,boltz2,Boltz-2,volume_overlap_with_organic_cofactors,1.0
3mjg,boltz2,Boltz-2,volume_overlap_with_inorganic_cofactors,1.0
3mjg,boltz2,Boltz-2,volume_overlap_with_waters,1.0
3mjg,dynamicbind,DynamicBind,mol_pred_loaded,1.0
3mjg,dynamicbind,DynamicBind,mol_cond_loaded,1.0
3mjg,dynamicbind,DynamicBind,sanitization,1.0
3mjg,dynamicbind,DynamicBind,inchi_convertible,1.0
3mjg,dynamicbind,DynamicBind,all_atoms_connected,0.9963636363636363
3mjg,dynamicbind,DynamicBind,bond_lengths,1.0
3mjg,dynamicbind,DynamicBind,bond_angles,1.0
3mjg,dynamicbind,DynamicBind,internal_steric_clash,0.96
3mjg,dynamicbind,DynamicBind,aromatic_ring_flatness,1.0
3mjg,dynamicbind,DynamicBind,non-aromatic_ring_non-flatness,1.0
3mjg,dynamicbind,DynamicBind,double_bond_flatness,1.0
3mjg,dynamicbind,DynamicBind,protein-ligand_maximum_distance,1.0
3mjg,dynamicbind,DynamicBind,minimum_distance_to_protein,0.4
3mjg,dynamicbind,DynamicBind,minimum_distance_to_organic_cofactors,1.0
3mjg,dynamicbind,DynamicBind,minimum_distance_to_inorganic_cofactors,1.0
3mjg,dynamicbind,DynamicBind,minimum_distance_to_waters,1.0
3mjg,dynamicbind,DynamicBind,volume_overlap_with_protein,0.9454545454545454
3mjg,dynamicbind,DynamicBind,volume_overlap_with_organic_cofactors,1.0
3mjg,dynamicbind,DynamicBind,volume_overlap_with_inorganic_cofactors,1.0
3mjg,dynamicbind,DynamicBind,volume_overlap_with_waters,1.0
3mjg,gnina,GNINA 1.3,mol_pred_loaded,1.0
3mjg,gnina,GNINA 1.3,mol_cond_loaded,1.0
3mjg,gnina,GNINA 1.3,sanitization,0.7611940298507462
3mjg,gnina,GNINA 1.3,inchi_convertible,0.417910447761194
3mjg,gnina,GNINA 1.3,all_atoms_connected,1.0
3mjg,gnina,GNINA 1.3,bond_lengths,1.0
3mjg,gnina,GNINA 1.3,bond_angles,1.0
3mjg,gnina,GNINA 1.3,internal_steric_clash,1.0
3mjg,gnina,GNINA 1.3,aromatic_ring_flatness,1.0
3mjg,gnina,GNINA 1.3,non-aromatic_ring_non-flatness,1.0
3mjg,gnina,GNINA 1.3,double_bond_flatness,0.9950980392156863
3mjg,gnina,GNINA 1.3,protein-ligand_maximum_distance,0.8582089552238806
3mjg,gnina,GNINA 1.3,minimum_distance_to_protein,0.44776119402985076
3mjg,gnina,GNINA 1.3,minimum_distance_to_organic_cofactors,0.9813432835820896
3mjg,gnina,GNINA 1.3,minimum_distance_to_inorganic_cofactors,1.0
3mjg,gnina,GNINA 1.3,minimum_distance_to_waters,0.22761194029850745
3mjg,gnina,GNINA 1.3,volume_overlap_with_protein,0.5410447761194029
3mjg,gnina,GNINA 1.3,volume_overlap_with_organic_cofactors,0.996268656716418
3mjg,gnina,GNINA 1.3,volume_overlap_with_inorganic_cofactors,1.0
3mjg,gnina,GNINA 1.3,volume_overlap_with_waters,0.9104477611940298
3mjg,qvina,QVina2,mol_pred_loaded,1.0
3mjg,qvina,QVina2,mol_cond_loaded,1.0
3mjg,qvina,QVina2,sanitization,0.7574626865671642
3mjg,qvina,QVina2,inchi_convertible,0.417910447761194
3mjg,qvina,QVina2,all_atoms_connected,1.0
3mjg,qvina,QVina2,bond_lengths,1.0
3mjg,qvina,QVina2,bond_angles,1.0
3mjg,qvina,QVina2,internal_steric_clash,1.0
3mjg,qvina,QVina2,aromatic_ring_flatness,1.0
3mjg,qvina,QVina2,non-aromatic_ring_non-flatness,1.0
3mjg,qvina,QVina2,double_bond_flatness,0.9950738916256158
3mjg,qvina,QVina2,protein-ligand_maximum_distance,1.0
3mjg,qvina,QVina2,minimum_distance_to_protein,0.19029850746268656
3mjg,qvina,QVina2,minimum_distance_to_organic_cofactors,1.0
3mjg,qvina,QVina2,minimum_distance_to_inorganic_cofactors,1.0
3mjg,qvina,QVina2,minimum_distance_to_waters,0.026119402985074626
3mjg,qvina,QVina2,volume_overlap_with_protein,0.24253731343283583
3mjg,qvina,QVina2,volume_overlap_with_organic_cofactors,1.0
3mjg,qvina,QVina2,volume_overlap_with_inorganic_cofactors,1.0
3mjg,qvina,QVina2,volume_overlap_with_waters,0.6417910447761194
4ase,boltz2,Boltz-2,mol_pred_loaded,1.0
4ase,boltz2,Boltz-2,mol_cond_loaded,1.0
4ase,boltz2,Boltz-2,sanitization,0.874328678839957
4ase,boltz2,Boltz-2,inchi_convertible,0.874328678839957
4ase,boltz2,Boltz-2,all_atoms_connected,1.0
4ase,boltz2,Boltz-2,bond_lengths,1.0
4ase,boltz2,Boltz-2,bond_angles,1.0
4ase,boltz2,Boltz-2,internal_steric_clash,0.9877149877149877
4ase,boltz2,Boltz-2,aromatic_ring_flatness,1.0
4ase,boltz2,Boltz-2,non-aromatic_ring_non-flatness,0.9926289926289926
4ase,boltz2,Boltz-2,double_bond_flatness,0.9975429975429976
4ase,boltz2,Boltz-2,protein-ligand_maximum_distance,1.0
4ase,boltz2,Boltz-2,minimum_distance_to_protein,0.9129967776584318
4ase,boltz2,Boltz-2,minimum_distance_to_organic_cofactors,1.0
4ase,boltz2,Boltz-2,minimum_distance_to_inorganic_cofactors,1.0
4ase,boltz2,Boltz-2,minimum_distance_to_waters,1.0
4ase,boltz2,Boltz-2,volume_overlap_with_protein,1.0
4ase,boltz2,Boltz-2,volume_overlap_with_organic_cofactors,1.0
4ase,boltz2,Boltz-2,volume_overlap_with_inorganic_cofactors,1.0
4ase,boltz2,Boltz-2,volume_overlap_with_waters,1.0
4ase,dynamicbind,DynamicBind,mol_pred_loaded,1.0
4ase,dynamicbind,DynamicBind,mol_cond_loaded,1.0
4ase,dynamicbind,DynamicBind,sanitization,1.0
4ase,dynamicbind,DynamicBind,inchi_convertible,1.0
4ase,dynamicbind,DynamicBind,all_atoms_connected,0.9988571428571429
4ase,dynamicbind,DynamicBind,bond_lengths,1.0
4ase,dynamicbind,DynamicBind,bond_angles,1.0
4ase,dynamicbind,DynamicBind,internal_steric_clash,0.9828571428571429
4ase,dynamicbind,DynamicBind,aromatic_ring_flatness,1.0
4ase,dynamicbind,DynamicBind,non-aromatic_ring_non-flatness,1.0
4ase,dynamicbind,DynamicBind,double_bond_flatness,1.0
4ase,dynamicbind,DynamicBind,protein-ligand_maximum_distance,1.0
4ase,dynamicbind,DynamicBind,minimum_distance_to_protein,0.27885714285714286
4ase,dynamicbind,DynamicBind,minimum_distance_to_organic_cofactors,1.0
4ase,dynamicbind,DynamicBind,minimum_distance_to_inorganic_cofactors,1.0
4ase,dynamicbind,DynamicBind,minimum_distance_to_waters,1.0
4ase,dynamicbind,DynamicBind,volume_overlap_with_protein,0.9085714285714286
4ase,dynamicbind,DynamicBind,volume_overlap_with_organic_cofactors,1.0
4ase,dynamicbind,DynamicBind,volume_overlap_with_inorganic_cofactors,1.0
4ase,dynamicbind,DynamicBind,volume_overlap_with_waters,1.0
4ase,gnina,GNINA 1.3,mol_pred_loaded,1.0
4ase,gnina,GNINA 1.3,mol_cond_loaded,1.0
4ase,gnina,GNINA 1.3,sanitization,0.928
4ase,gnina,GNINA 1.3,inchi_convertible,0.6297142857142857
4ase,gnina,GNINA 1.3,all_atoms_connected,1.0
4ase,gnina,GNINA 1.3,bond_lengths,1.0
4ase,gnina,GNINA 1.3,bond_angles,1.0
4ase,gnina,GNINA 1.3,internal_steric_clash,0.9852216748768473
4ase,gnina,GNINA 1.3,aromatic_ring_flatness,1.0
4ase,gnina,GNINA 1.3,non-aromatic_ring_non-flatness,1.0
4ase,gnina,GNINA 1.3,double_bond_flatness,0.9963054187192119
4ase,gnina,GNINA 1.3,protein-ligand_maximum_distance,1.0
4ase,gnina,GNINA 1.3,minimum_distance_to_protein,0.0
4ase,gnina,GNINA 1.3,minimum_distance_to_organic_cofactors,0.0
4ase,gnina,GNINA 1.3,minimum_distance_to_inorganic_cofactors,0.001142857142857143
4ase,gnina,GNINA 1.3,minimum_distance_to_waters,0.0
4ase,gnina,GNINA 1.3,volume_overlap_with_protein,0.001142857142857143
4ase,gnina,GNINA 1.3,volume_overlap_with_organic_cofactors,0.001142857142857143
4ase,gnina,GNINA 1.3,volume_overlap_with_inorganic_cofactors,0.002285714285714286
4ase,gnina,GNINA 1.3,volume_overlap_with_waters,0.001142857142857143
4ase,qvina,QVina2,mol_pred_loaded,1.0
4ase,qvina,QVina2,mol_cond_loaded,1.0
4ase,qvina,QVina2,sanitization,0.9292343387470998
4ase,qvina,QVina2,inchi_convertible,0.6299303944315545
4ase,qvina,QVina2,all_atoms_connected,1.0
4ase,qvina,QVina2,bond_lengths,1.0
4ase,qvina,QVina2,bond_angles,1.0
4ase,qvina,QVina2,internal_steric_clash,1.0
4ase,qvina,QVina2,aromatic_ring_flatness,1.0
4ase,qvina,QVina2,non-aromatic_ring_non-flatness,1.0
4ase,qvina,QVina2,double_bond_flatness,0.9962546816479401
4ase,qvina,QVina2,protein-ligand_maximum_distance,1.0
4ase,qvina,QVina2,minimum_distance_to_protein,0.0034802784222737818
4ase,qvina,QVina2,minimum_distance_to_organic_cofactors,0.0034802784222737818
4ase,qvina,QVina2,minimum_distance_to_inorganic_cofactors,0.0069605568445475635
4ase,qvina,QVina2,minimum_distance_to_waters,0.0
4ase,qvina,QVina2,volume_overlap_with_protein,0.008120649651972157
4ase,qvina,QVina2,volume_overlap_with_organic_cofactors,0.008120649651972157
4ase,qvina,QVina2,volume_overlap_with_inorganic_cofactors,0.02088167053364269
4ase,qvina,QVina2,volume_overlap_with_waters,0.001160092807424594
4f65,boltz2,Boltz-2,mol_pred_loaded,1.0
4f65,boltz2,Boltz-2,mol_cond_loaded,1.0
4f65,boltz2,Boltz-2,sanitization,0.950920245398773
4f65,boltz2,Boltz-2,inchi_convertible,0.950920245398773
4f65,boltz2,Boltz-2,all_atoms_connected,1.0
4f65,boltz2,Boltz-2,bond_lengths,1.0
4f65,boltz2,Boltz-2,bond_angles,1.0
4f65,boltz2,Boltz-2,internal_steric_clash,1.0
4f65,boltz2,Boltz-2,aromatic_ring_flatness,1.0
4f65,boltz2,Boltz-2,non-aromatic_ring_non-flatness,1.0
4f65,boltz2,Boltz-2,double_bond_flatness,1.0
4f65,boltz2,Boltz-2,protein-ligand_maximum_distance,1.0
4f65,boltz2,Boltz-2,minimum_distance_to_protein,0.9631901840490797
4f65,boltz2,Boltz-2,minimum_distance_to_organic_cofactors,1.0
4f65,boltz2,Boltz-2,minimum_distance_to_inorganic_cofactors,1.0
4f65,boltz2,Boltz-2,minimum_distance_to_waters,1.0
4f65,boltz2,Boltz-2,volume_overlap_with_protein,1.0
4f65,boltz2,Boltz-2,volume_overlap_with_organic_cofactors,1.0
4f65,boltz2,Boltz-2,volume_overlap_with_inorganic_cofactors,1.0
4f65,boltz2,Boltz-2,volume_overlap_with_waters,1.0
4f65,dynamicbind,DynamicBind,mol_pred_loaded,1.0
4f65,dynamicbind,DynamicBind,mol_cond_loaded,1.0
4f65,dynamicbind,DynamicBind,sanitization,1.0
4f65,dynamicbind,DynamicBind,inchi_convertible,1.0
4f65,dynamicbind,DynamicBind,all_atoms_connected,1.0
4f65,dynamicbind,DynamicBind,bond_lengths,1.0
4f65,dynamicbind,DynamicBind,bond_angles,1.0
4f65,dynamicbind,DynamicBind,internal_steric_clash,1.0
4f65,dynamicbind,DynamicBind,aromatic_ring_flatness,1.0
4f65,dynamicbind,DynamicBind,non-aromatic_ring_non-flatness,1.0
4f65,dynamicbind,DynamicBind,double_bond_flatness,1.0
4f65,dynamicbind,DynamicBind,protein-ligand_maximum_distance,1.0
4f65,dynamicbind,DynamicBind,minimum_distance_to_protein,0.7313432835820896
4f65,dynamicbind,DynamicBind,minimum_distance_to_organic_cofactors,1.0
4f65,dynamicbind,DynamicBind,minimum_distance_to_inorganic_cofactors,1.0
4f65,dynamicbind,DynamicBind,minimum_distance_to_waters,1.0
4f65,dynamicbind,DynamicBind,volume_overlap_with_protein,0.9552238805970149
4f65,dynamicbind,DynamicBind,volume_overlap_with_organic_cofactors,1.0
4f65,dynamicbind,DynamicBind,volume_overlap_with_inorganic_cofactors,1.0
4f65,dynamicbind,DynamicBind,volume_overlap_with_waters,1.0
4f65,gnina,GNINA 1.3,mol_pred_loaded,1.0
4f65,gnina,GNINA 1.3,mol_cond_loaded,1.0
4f65,gnina,GNINA 1.3,sanitization,0.46616541353383456
4f65,gnina,GNINA 1.3,inchi_convertible,0.16541353383458646
4f65,gnina,GNINA 1.3,all_atoms_connected,1.0
4f65,gnina,GNINA 1.3,bond_lengths,0.967741935483871
4f65,gnina,GNINA 1.3,bond_angles,0.9838709677419355
4f65,gnina,GNINA 1.3,internal_steric_clash,1.0
4f65,gnina,GNINA 1.3,aromatic_ring_flatness,1.0
4f65,gnina,GNINA 1.3,non-aromatic_ring_non-flatness,1.0
4f65,gnina,GNINA 1.3,double_bond_flatness,1.0
4f65,gnina,GNINA 1.3,protein-ligand_maximum_distance,1.0
4f65,gnina,GNINA 1.3,minimum_distance_to_protein,0.0
4f65,gnina,GNINA 1.3,minimum_distance_to_organic_cofactors,0.0
4f65,gnina,GNINA 1.3,minimum_distance_to_inorganic_cofactors,0.0
4f65,gnina,GNINA 1.3,minimum_distance_to_waters,0.0
4f65,gnina,GNINA 1.3,volume_overlap_with_protein,0.0
4f65,gnina,GNINA 1.3,volume_overlap_with_organic_cofactors,0.0
4f65,gnina,GNINA 1.3,volume_overlap_with_inorganic_cofactors,0.0
4f65,gnina,GNINA 1.3,volume_overlap_with_waters,0.0
4f65,qvina,QVina2,mol_pred_loaded,1.0
4f65,qvina,QVina2,mol_cond_loaded,1.0
4f65,qvina,QVina2,sanitization,0.47244094488188976
4f65,qvina,QVina2,inchi_convertible,0.1732283464566929
4f65,qvina,QVina2,all_atoms_connected,1.0
4f65,qvina,QVina2,bond_lengths,1.0
4f65,qvina,QVina2,bond_angles,1.0
4f65,qvina,QVina2,internal_steric_clash,0.9833333333333333
4f65,qvina,QVina2,aromatic_ring_flatness,1.0
4f65,qvina,QVina2,non-aromatic_ring_non-flatness,1.0
4f65,qvina,QVina2,double_bond_flatness,1.0
4f65,qvina,QVina2,protein-ligand_maximum_distance,1.0
4f65,qvina,QVina2,minimum_distance_to_protein,0.0
4f65,qvina,QVina2,minimum_distance_to_organic_cofactors,0.015748031496062992
4f65,qvina,QVina2,minimum_distance_to_inorganic_cofactors,0.015748031496062992
4f65,qvina,QVina2,minimum_distance_to_waters,0.0
4f65,qvina,QVina2,volume_overlap_with_protein,0.007874015748031496
4f65,qvina,QVina2,volume_overlap_with_organic_cofactors,0.015748031496062992
4f65,qvina,QVina2,volume_overlap_with_inorganic_cofactors,0.015748031496062992
4f65,qvina,QVina2,volume_overlap_with_waters,0.015748031496062992
4tz4,boltz2,Boltz-2,mol_pred_loaded,1.0
4tz4,boltz2,Boltz-2,mol_cond_loaded,1.0
4tz4,boltz2,Boltz-2,sanitization,0.9380530973451328
4tz4,boltz2,Boltz-2,inchi_convertible,0.9380530973451328
4tz4,boltz2,Boltz-2,all_atoms_connected,1.0
4tz4,boltz2,Boltz-2,bond_lengths,1.0
4tz4,boltz2,Boltz-2,bond_angles,1.0
4tz4,boltz2,Boltz-2,internal_steric_clash,0.9905660377358491
4tz4,boltz2,Boltz-2,aromatic_ring_flatness,1.0
4tz4,boltz2,Boltz-2,non-aromatic_ring_non-flatness,0.9811320754716981
4tz4,boltz2,Boltz-2,double_bond_flatness,1.0
4tz4,boltz2,Boltz-2,protein-ligand_maximum_distance,1.0
4tz4,boltz2,Boltz-2,minimum_distance_to_protein,0.9734513274336283
4tz4,boltz2,Boltz-2,minimum_distance_to_organic_cofactors,1.0
4tz4,boltz2,Boltz-2,minimum_distance_to_inorganic_cofactors,1.0
4tz4,boltz2,Boltz-2,minimum_distance_to_waters,1.0
4tz4,boltz2,Boltz-2,volume_overlap_with_protein,1.0
4tz4,boltz2,Boltz-2,volume_overlap_with_organic_cofactors,1.0
4tz4,boltz2,Boltz-2,volume_overlap_with_inorganic_cofactors,1.0
4tz4,boltz2,Boltz-2,volume_overlap_with_waters,1.0
4tz4,dynamicbind,DynamicBind,mol_pred_loaded,1.0
4tz4,dynamicbind,DynamicBind,mol_cond_loaded,1.0
4tz4,dynamicbind,DynamicBind,sanitization,1.0
4tz4,dynamicbind,DynamicBind,inchi_convertible,1.0
4tz4,dynamicbind,DynamicBind,all_atoms_connected,1.0
4tz4,dynamicbind,DynamicBind,bond_lengths,1.0
4tz4,dynamicbind,DynamicBind,bond_angles,1.0
4tz4,dynamicbind,DynamicBind,internal_steric_clash,0.984251968503937
4tz4,dynamicbind,DynamicBind,aromatic_ring_flatness,1.0
4tz4,dynamicbind,DynamicBind,non-aromatic_ring_non-flatness,1.0
4tz4,dynamicbind,DynamicBind,double_bond_flatness,1.0
4tz4,dynamicbind,DynamicBind,protein-ligand_maximum_distance,1.0
4tz4,dynamicbind,DynamicBind,minimum_distance_to_protein,0.12598425196850394
4tz4,dynamicbind,DynamicBind,minimum_distance_to_organic_cofactors,1.0
4tz4,dynamicbind,DynamicBind,minimum_distance_to_inorganic_cofactors,1.0
4tz4,dynamicbind,DynamicBind,minimum_distance_to_waters,1.0
4tz4,dynamicbind,DynamicBind,volume_overlap_with_protein,0.4015748031496063
4tz4,dynamicbind,DynamicBind,volume_overlap_with_organic_cofactors,1.0
4tz4,dynamicbind,DynamicBind,volume_overlap_with_inorganic_cofactors,1.0
4tz4,dynamicbind,DynamicBind,volume_overlap_with_waters,1.0
4tz4,gnina,GNINA 1.3,mol_pred_loaded,1.0
4tz4,gnina,GNINA 1.3,mol_cond_loaded,1.0
4tz4,gnina,GNINA 1.3,sanitization,1.0
4tz4,gnina,GNINA 1.3,inchi_convertible,0.8888888888888888
4tz4,gnina,GNINA 1.3,all_atoms_connected,1.0
4tz4,gnina,GNINA 1.3,bond_lengths,1.0
4tz4,gnina,GNINA 1.3,bond_angles,1.0
4tz4,gnina,GNINA 1.3,internal_steric_clash,1.0
4tz4,gnina,GNINA 1.3,aromatic_ring_flatness,1.0
4tz4,gnina,GNINA 1.3,non-aromatic_ring_non-flatness,1.0
4tz4,gnina,GNINA 1.3,double_bond_flatness,1.0
4tz4,gnina,GNINA 1.3,protein-ligand_maximum_distance,1.0
4tz4,gnina,GNINA 1.3,minimum_distance_to_protein,0.0
4tz4,gnina,GNINA 1.3,minimum_distance_to_organic_cofactors,0.746031746031746
4tz4,gnina,GNINA 1.3,minimum_distance_to_inorganic_cofactors,0.8492063492063492
4tz4,gnina,GNINA 1.3,minimum_distance_to_waters,0.7380952380952381
4tz4,gnina,GNINA 1.3,volume_overlap_with_protein,0.007936507936507936
4tz4,gnina,GNINA 1.3,volume_overlap_with_organic_cofactors,0.8650793650793651
4tz4,gnina,GNINA 1.3,volume_overlap_with_inorganic_cofactors,0.8809523809523809
4tz4,gnina,GNINA 1.3,volume_overlap_with_waters,0.8809523809523809
4tz4,qvina,QVina2,mol_pred_loaded,1.0
4tz4,qvina,QVina2,mol_cond_loaded,1.0
4tz4,qvina,QVina2,sanitization,1.0
4tz4,qvina,QVina2,inchi_convertible,0.8809523809523809
4tz4,qvina,QVina2,all_atoms_connected,1.0
4tz4,qvina,QVina2,bond_lengths,1.0
4tz4,qvina,QVina2,bond_angles,1.0
4tz4,qvina,QVina2,internal_steric_clash,1.0
4tz4,qvina,QVina2,aromatic_ring_flatness,1.0
4tz4,qvina,QVina2,non-aromatic_ring_non-flatness,1.0
4tz4,qvina,QVina2,double_bond_flatness,1.0
4tz4,qvina,QVina2,protein-ligand_maximum_distance,1.0
4tz4,qvina,QVina2,minimum_distance_to_protein,0.8015873015873016
4tz4,qvina,QVina2,minimum_distance_to_organic_cofactors,1.0
4tz4,qvina,QVina2,minimum_distance_to_inorganic_cofactors,1.0
4tz4,qvina,QVina2,minimum_distance_to_waters,0.8571428571428571
4tz4,qvina,QVina2,volume_overlap_with_protein,0.873015873015873
4tz4,qvina,QVina2,volume_overlap_with_organic_cofactors,1.0
4tz4,qvina,QVina2,volume_overlap_with_inorganic_cofactors,1.0
4tz4,qvina,QVina2,volume_overlap_with_waters,1.0
4zau,boltz2,Boltz-2,mol_pred_loaded,1.0
4zau,boltz2,Boltz-2,mol_cond_loaded,1.0
4zau,boltz2,Boltz-2,sanitization,0.7872340425531915
4zau,boltz2,Boltz-2,inchi_convertible,0.7872340425531915
4zau,boltz2,Boltz-2,all_atoms_connected,1.0
4zau,boltz2,Boltz-2,bond_lengths,1.0
4zau,boltz2,Boltz-2,bond_angles,1.0
4zau,boltz2,Boltz-2,internal_steric_clash,0.8756756756756757
4zau,boltz2,Boltz-2,aromatic_ring_flatness,1.0
4zau,boltz2,Boltz-2,non-aromatic_ring_non-flatness,0.972972972972973
4zau,boltz2,Boltz-2,double_bond_flatness,1.0
4zau,boltz2,Boltz-2,protein-ligand_maximum_distance,1.0
4zau,boltz2,Boltz-2,minimum_distance_to_protein,0.8808510638297873
4zau,boltz2,Boltz-2,minimum_distance_to_organic_cofactors,1.0
4zau,boltz2,Boltz-2,minimum_distance_to_inorganic_cofactors,1.0
4zau,boltz2,Boltz-2,minimum_distance_to_waters,1.0
4zau,boltz2,Boltz-2,volume_overlap_with_protein,1.0
4zau,boltz2,Boltz-2,volume_overlap_with_organic_cofactors,1.0
4zau,boltz2,Boltz-2,volume_overlap_with_inorganic_cofactors,1.0
4zau,boltz2,Boltz-2,volume_overlap_with_waters,1.0
4zau,dynamicbind,DynamicBind,mol_pred_loaded,1.0
4zau,dynamicbind,DynamicBind,mol_cond_loaded,1.0
4zau,dynamicbind,DynamicBind,sanitization,1.0
4zau,dynamicbind,DynamicBind,inchi_convertible,1.0
4zau,dynamicbind,DynamicBind,all_atoms_connected,1.0
4zau,dynamicbind,DynamicBind,bond_lengths,1.0
4zau,dynamicbind,DynamicBind,bond_angles,1.0
4zau,dynamicbind,DynamicBind,internal_steric_clash,0.952191235059761
4zau,dynamicbind,DynamicBind,aromatic_ring_flatness,1.0
4zau,dynamicbind,DynamicBind,non-aromatic_ring_non-flatness,1.0
4zau,dynamicbind,DynamicBind,double_bond_flatness,1.0
4zau,dynamicbind,DynamicBind,protein-ligand_maximum_distance,1.0
4zau,dynamicbind,DynamicBind,minimum_distance_to_protein,0.32669322709163345
4zau,dynamicbind,DynamicBind,minimum_distance_to_organic_cofactors,1.0
4zau,dynamicbind,DynamicBind,minimum_distance_to_inorganic_cofactors,1.0
4zau,dynamicbind,DynamicBind,minimum_distance_to_waters,1.0
4zau,dynamicbind,DynamicBind,volume_overlap_with_protein,0.8565737051792829
4zau,dynamicbind,DynamicBind,volume_overlap_with_organic_cofactors,1.0
4zau,dynamicbind,DynamicBind,volume_overlap_with_inorganic_cofactors,1.0
4zau,dynamicbind,DynamicBind,volume_overlap_with_waters,1.0
4zau,gnina,GNINA 1.3,mol_pred_loaded,1.0
4zau,gnina,GNINA 1.3,mol_cond_loaded,1.0
4zau,gnina,GNINA 1.3,sanitization,0.9959514170040485
4zau,gnina,GNINA 1.3,inchi_convertible,0.7246963562753036
4zau,gnina,GNINA 1.3,all_atoms_connected,1.0
4zau,gnina,GNINA 1.3,bond_lengths,1.0
4zau,gnina,GNINA 1.3,bond_angles,1.0
4zau,gnina,GNINA 1.3,internal_steric_clash,1.0
4zau,gnina,GNINA 1.3,aromatic_ring_flatness,1.0
4zau,gnina,GNINA 1.3,non-aromatic_ring_non-flatness,1.0
4zau,gnina,GNINA 1.3,double_bond_flatness,1.0
4zau,gnina,GNINA 1.3,protein-ligand_maximum_distance,1.0
4zau,gnina,GNINA 1.3,minimum_distance_to_protein,0.0
4zau,gnina,GNINA 1.3,minimum_distance_to_organic_cofactors,0.0
4zau,gnina,GNINA 1.3,minimum_distance_to_inorganic_cofactors,0.0
4zau,gnina,GNINA 1.3,minimum_distance_to_waters,0.0
4zau,gnina,GNINA 1.3,volume_overlap_with_protein,0.0
4zau,gnina,GNINA 1.3,volume_overlap_with_organic_cofactors,0.0
4zau,gnina,GNINA 1.3,volume_overlap_with_inorganic_cofactors,0.0
4zau,gnina,GNINA 1.3,volume_overlap_with_waters,0.0
4zau,qvina,QVina2,mol_pred_loaded,1.0
4zau,qvina,QVina2,mol_cond_loaded,1.0
4zau,qvina,QVina2,sanitization,0.9959514170040485
4zau,qvina,QVina2,inchi_convertible,0.7246963562753036
4zau,qvina,QVina2,all_atoms_connected,1.0
4zau,qvina,QVina2,bond_lengths,1.0
4zau,qvina,QVina2,bond_angles,1.0
4zau,qvina,QVina2,internal_steric_clash,1.0
4zau,qvina,QVina2,aromatic_ring_flatness,1.0
4zau,qvina,QVina2,non-aromatic_ring_non-flatness,1.0
4zau,qvina,QVina2,double_bond_flatness,1.0
4zau,qvina,QVina2,protein-ligand_maximum_distance,1.0
4zau,qvina,QVina2,minimum_distance_to_protein,0.0
4zau,qvina,QVina2,minimum_distance_to_organic_cofactors,0.0
4zau,qvina,QVina2,minimum_distance_to_inorganic_cofactors,0.0
4zau,qvina,QVina2,minimum_distance_to_waters,0.0
4zau,qvina,QVina2,volume_overlap_with_protein,0.0
4zau,qvina,QVina2,volume_overlap_with_organic_cofactors,0.0
4zau,qvina,QVina2,volume_overlap_with_inorganic_cofactors,0.0
4zau,qvina,QVina2,volume_overlap_with_waters,0.0
5jkv,boltz2,Boltz-2,mol_pred_loaded,1.0
5jkv,boltz2,Boltz-2,mol_cond_loaded,1.0
5jkv,boltz2,Boltz-2,sanitization,1.0
5jkv,boltz2,Boltz-2,inchi_convertible,1.0
5jkv,boltz2,Boltz-2,all_atoms_connected,1.0
5jkv,boltz2,Boltz-2,bond_lengths,1.0
5jkv,boltz2,Boltz-2,bond_angles,0.9980916030534351
5jkv,boltz2,Boltz-2,internal_steric_clash,1.0
5jkv,boltz2,Boltz-2,aromatic_ring_flatness,1.0
5jkv,boltz2,Boltz-2,non-aromatic_ring_non-flatness,0.9980916030534351
5jkv,boltz2,Boltz-2,double_bond_flatness,1.0
5jkv,boltz2,Boltz-2,protein-ligand_maximum_distance,1.0
5jkv,boltz2,Boltz-2,minimum_distance_to_protein,0.8072519083969466
5jkv,boltz2,Boltz-2,minimum_distance_to_organic_cofactors,1.0
5jkv,boltz2,Boltz-2,minimum_distance_to_inorganic_cofactors,1.0
5jkv,boltz2,Boltz-2,minimum_distance_to_waters,1.0
5jkv,boltz2,Boltz-2,volume_overlap_with_protein,1.0
5jkv,boltz2,Boltz-2,volume_overlap_with_organic_cofactors,1.0
5jkv,boltz2,Boltz-2,volume_overlap_with_inorganic_cofactors,1.0
5jkv,boltz2,Boltz-2,volume_overlap_with_waters,1.0
5jkv,dynamicbind,DynamicBind,mol_pred_loaded,1.0
5jkv,dynamicbind,DynamicBind,mol_cond_loaded,1.0
5jkv,dynamicbind,DynamicBind,sanitization,1.0
5jkv,dynamicbind,DynamicBind,inchi_convertible,1.0
